"begdate","enddate","pressconf","scheduled","document","url"
1973-07-17,1973-07-17,0,1,"Record of Policy Actions (407 KB PDF)","/monetarypolicy/files/fomcropa19730717.pdf"
1973-08-21,1973-08-21,0,1,"Record of Policy Actions (401 KB PDF)","/monetarypolicy/files/fomcropa19730821.pdf"
1973-09-18,1973-09-18,0,1,"Record of Policy Actions (489 KB PDF)","/monetarypolicy/files/fomcropa19730918.pdf"
1973-10-02,1973-10-02,0,0,"Record of Policy Actions: see October 16, 1973 Record",NA
1973-10-10,1973-10-10,0,0,"Record of Policy Actions: see October 16, 1973 Record",NA
1973-10-16,1973-10-16,0,1,"Record of Policy Actions (474 KB PDF)","/monetarypolicy/files/fomcropa19731016.pdf"
1973-11-19,1973-11-20,0,1,"Record of Policy Actions (463 KB PDF)","/monetarypolicy/files/fomcropa19731120.pdf"
1973-12-17,1973-12-18,0,1,"Record of Policy Actions (550 KB PDF)","/monetarypolicy/files/fomcropa19731218.pdf"
1974-01-21,1974-01-22,0,1,"Record of Policy Actions (631 KB PDF)","/monetarypolicy/files/fomcropa19740122.pdf"
1974-02-20,1974-02-20,0,1,"Record of Policy Actions (519 KB PDF)","/monetarypolicy/files/fomcropa19740220.pdf"
1974-03-18,1974-03-19,0,1,"Record of Policy Actions (968 KB PDF)","/monetarypolicy/files/fomcropa19740319.pdf"
1974-04-15,1974-04-16,0,1,"Record of Policy Actions (567 KB PDF)","/monetarypolicy/files/fomcropa19740416.pdf"
1974-05-21,1974-05-21,0,1,"Record of Policy Actions (526 KB PDF)","/monetarypolicy/files/fomcropa19740521.pdf"
1974-06-18,1974-06-18,0,1,"Record of Policy Actions (625 KB PDF)","/monetarypolicy/files/fomcropa19740618.pdf"
1974-07-05,1974-07-05,0,0,"Record of Policy Actions: see July 16, 1974 Record",NA
1974-07-16,1974-07-16,0,1,"Record of Policy Actions (737 KB PDF)","/monetarypolicy/files/fomcropa19740716.pdf"
1974-08-20,1974-08-20,0,1,"Record of Policy Actions (480 KB PDF)","/monetarypolicy/files/fomcropa19740820.pdf"
1974-09-10,1974-09-10,0,1,"Record of Policy Actions (519 KB PDF)","/monetarypolicy/files/fomcropa19740910.pdf"
1974-10-14,1974-10-15,0,1,"Record of Policy Actions (579 KB PDF)","/monetarypolicy/files/fomcropa19741015.pdf"
1974-11-19,1974-11-19,0,1,"Record of Policy Actions (512 KB PDF)","/monetarypolicy/files/fomcropa19741119.pdf"
1974-12-16,1974-12-17,0,1,"Record of Policy Actions (385 KB PDF)","/monetarypolicy/files/fomcropa19741217.pdf"
1975-01-20,1975-01-21,0,1,"Record of Policy Actions (634 KB PDF)","/monetarypolicy/files/fomcropa19750121.pdf"
1975-02-19,1975-02-19,0,1,"Record of Policy Actions (511 KB PDF)","/monetarypolicy/files/fomcropa19750219.pdf"
1975-03-18,1975-03-18,0,1,"Record of Policy Actions (463 KB PDF)","/monetarypolicy/files/fomcropa19750318.pdf"
1975-04-14,1975-04-15,0,1,"Record of Policy Actions (505 KB PDF)","/monetarypolicy/files/fomcropa19750415.pdf"
1975-05-20,1975-05-20,0,1,"Record of Policy Actions (489 KB PDF)","/monetarypolicy/files/fomcropa19750520.pdf"
1975-06-16,1975-06-17,0,1,"Record of Policy Actions (587 KB PDF)","/monetarypolicy/files/fomcropa19750617.pdf"
1975-07-15,1975-07-15,0,1,"Record of Policy Actions (465 KB PDF)","/monetarypolicy/files/fomcropa19750715.pdf"
1975-08-19,1975-08-19,0,1,"Record of Policy Actions (566 KB PDF)","/monetarypolicy/files/fomcropa19750819.pdf"
1975-09-16,1975-09-16,0,1,"Record of Policy Actions (526 KB PDF)","/monetarypolicy/files/fomcropa19750916.pdf"
1975-10-21,1975-10-21,0,1,"Record of Policy Actions (490 KB PDF)","/monetarypolicy/files/fomcropa19751021.pdf"
1975-11-18,1975-11-18,0,1,"Record of Policy Actions (477 KB PDF)","/monetarypolicy/files/fomcropa19751118.pdf"
1975-12-16,1975-12-16,0,1,"Record of Policy Actions (472 KB PDF)","/monetarypolicy/files/fomcropa19751216.pdf"
1976-01-20,1976-01-20,0,1,"Record of Policy Actions (460 KB PDF)","/monetarypolicy/files/fomcropa19760120.pdf"
1976-02-17,1976-02-18,0,1,"Record of Policy Actions (439 KB PDF)","/monetarypolicy/files/fomcropa19760218.pdf"
1976-03-15,1976-03-16,0,1,"Record of Policy Actions (429 KB PDF)","/monetarypolicy/files/fomcropa19760316.pdf"
1976-03-29,1976-03-29,0,1,"Record of Policy Actions: see April 20, 1976 Record",NA
1976-04-20,1976-04-20,0,1,"Record of Policy Actions (579 KB PDF)","/monetarypolicy/files/fomcropa19760420.pdf"
1976-05-18,1976-05-18,0,1,"Record of Policy Actions (731 KB PDF)","/monetarypolicy/files/fomcropa19760518.pdf"
1976-06-22,1976-06-22,0,1,"Record of Policy Actions (686 KB PDF)","/monetarypolicy/files/fomcropa19760622.pdf"
1976-07-19,1976-07-20,0,1,"Record of Policy Actions (856 KB PDF)","/monetarypolicy/files/fomcropa19760720.pdf"
1976-08-17,1976-08-17,0,1,"Record of Policy Actions (777 KB PDF)","/monetarypolicy/files/fomcropa19760817.pdf"
1976-09-21,1976-09-21,0,1,"Record of Policy Actions (799 KB PDF)","/monetarypolicy/files/fomcropa19760921.pdf"
1976-10-19,1976-10-19,0,1,"Record of Policy Actions (1.09 MB PDF)","/monetarypolicy/files/fomcropa19761019.pdf"
1976-11-08,1976-11-08,0,0,"Record of Policy Actions: see November 16, 1976 Record",NA
1976-11-16,1976-11-16,0,1,"Record of Policy Actions (851 KB PDF)","/monetarypolicy/files/fomcropa19761116.pdf"
1976-12-20,1976-12-21,0,1,"Record of Policy Actions (1.24 MB PDF)","/monetarypolicy/files/fomcropa19761221.pdf"
1977-01-17,1977-01-18,0,1,"Record of Policy Actions (1.06 MB PDF)","/monetarypolicy/files/fomcropa19770118.pdf"
1977-02-15,1977-02-15,0,1,"Record of Policy Actions (1.02 MB PDF)","/monetarypolicy/files/fomcropa19770215.pdf"
1977-03-15,1977-03-15,0,1,"Record of Policy Actions (970 KB PDF)","/monetarypolicy/files/fomcropa19770315.pdf"
1977-04-19,1977-04-19,0,1,"Record of Policy Actions (1.02 MB PDF)","/monetarypolicy/files/fomcropa19770419.pdf"
1977-05-17,1977-05-17,0,1,"Record of Policy Actions (783 KB PDF)","/monetarypolicy/files/fomcropa19770517.pdf"
1977-05-27,1977-05-27,0,0,"Transcript (268 KB PDF)","/monetarypolicy/files/FOMC19770527confcall.pdf"
1977-06-21,1977-06-21,0,1,"Record of Policy Actions (739 KB PDF)","/monetarypolicy/files/fomcropa19770621.pdf"
1977-07-19,1977-07-19,0,1,"Record of Policy Actions (942 KB PDF)","/monetarypolicy/files/fomcropa19770719.pdf"
1977-08-16,1977-08-16,0,1,"Record of Policy Actions (732 KB PDF)","/monetarypolicy/files/fomcropa19770816.pdf"
1977-09-20,1977-09-20,0,1,"Record of Policy Actions (867 KB PDF)","/monetarypolicy/files/fomcropa19770920.pdf"
1977-10-17,1977-10-18,0,1,"Record of Policy Actions (1.12 MB PDF)","/monetarypolicy/files/fomcropa19771018.pdf"
1977-11-15,1977-11-15,0,1,"Record of Policy Actions (758 KB PDF)","/monetarypolicy/files/fomcropa19771115.pdf"
1977-12-19,1977-12-20,0,1,"Record of Policy Actions (896 KB PDF)","/monetarypolicy/files/fomcropa19771220.pdf"
1978-01-05,1978-01-05,0,0,"Transcript (40 KB PDF)","/monetarypolicy/files/FOMC19780105confcall.pdf"
1978-01-17,1978-01-17,0,1,"Record of Policy Actions (1.11 MB PDF)","/monetarypolicy/files/fomcropa19780117.pdf"
1978-02-28,1978-02-28,0,1,"Record of Policy Actions (1.17 MB PDF)","/monetarypolicy/files/fomcropa19780228.pdf"
1978-03-10,1978-03-10,0,0,"Record of Policy Actions: see February 28, 1978 Record",NA
1978-03-21,1978-03-21,0,1,"Record of Policy Actions (919 KB PDF)","/monetarypolicy/files/fomcropa19780321.pdf"
1978-04-18,1978-04-18,0,1,"Record of Policy Actions (961 KB PDF)","/monetarypolicy/files/fomcropa19780418.pdf"
1978-05-05,1978-05-05,0,0,"Record of Policy Actions: see April 18, 1978 Record",NA
1978-05-16,1978-05-16,0,1,"Record of Policy Actions (690 KB PDF)","/monetarypolicy/files/fomcropa19780516.pdf"
1978-06-20,1978-06-20,0,1,"Record of Policy Actions (848 KB PDF)","/monetarypolicy/files/fomcropa19780620.pdf"
1978-07-18,1978-07-18,0,1,"Record of Policy Actions (726 KB PDF)","/monetarypolicy/files/fomcropa19780718.pdf"
1978-08-15,1978-08-15,0,1,"Record of Policy Actions (575 KB PDF)","/monetarypolicy/files/fomcropa19780815.pdf"
1978-09-08,1978-09-08,0,0,"Record of Policy Actions: see August 15, 1978 Record",NA
1978-09-19,1978-09-19,0,1,"Record of Policy Actions (628 KB PDF)","/monetarypolicy/files/fomcropa19780919.pdf"
1978-10-17,1978-10-17,0,1,"Record of Policy Actions (840 KB PDF)","/monetarypolicy/files/fomcropa19781017.pdf"
1978-11-21,1978-11-21,0,1,"Record of Policy Actions (641 KB PDF)","/monetarypolicy/files/fomcropa19781121.pdf"
1978-12-19,1978-12-19,0,1,"Record of Policy Actions (710 KB PDF)","/monetarypolicy/files/fomcropa19781219.pdf"
1979-01-12,1979-01-12,0,0,"Record of Policy Actions: see February 6, 1979 Record",NA
1979-02-06,1979-02-06,0,1,"Record of Policy Actions (625 KB PDF)","/monetarypolicy/files/fomcropa19790206.pdf"
1979-03-02,1979-03-02,0,0,"Record of Policy Actions: see February 6, 1979 Record",NA
1979-03-20,1979-03-20,0,1,"Record of Policy Actions (738 KB PDF)","/monetarypolicy/files/fomcropa19790320.pdf"
1979-04-17,1979-04-17,0,1,"Record of Policy Actions (548 KB PDF)","/monetarypolicy/files/fomcropa19790417.pdf"
1979-04-27,1979-04-27,0,0,"Transcript (535 KB PDF)","/monetarypolicy/files/FOMC19790427confcall.pdf"
1979-05-22,1979-05-22,0,1,"Record of Policy Actions (529 KB PDF)","/monetarypolicy/files/fomcropa19790522.pdf"
1979-06-27,1979-06-27,0,0,"Transcript (448 KB PDF)","/monetarypolicy/files/FOMC19790627confcall.pdf"
1979-07-11,1979-07-11,0,1,"Record of Policy Actions (737 KB PDF)","/monetarypolicy/files/fomcropa19790711.pdf"
1979-07-17,1979-07-17,0,0,"Transcript (752 KB PDF)","/monetarypolicy/files/FOMC19790717confcall.pdf"
1979-07-19,1979-07-19,0,0,"Transcript (759 KB PDF)","/monetarypolicy/files/FOMC19790719confcall.pdf"
1979-08-14,1979-08-14,0,1,"Record of Policy Actions (700 KB PDF)","/monetarypolicy/files/fomcropa19790814.pdf"
1979-09-18,1979-09-18,0,1,"Record of Policy Actions (608 KB PDF)","/monetarypolicy/files/fomcropa19790918.pdf"
1979-10-05,1979-10-05,0,0,"Transcript (370 KB PDF)Presentation materials (417 KB PDF)","/monetarypolicy/files/FOMC19791005confcall.pdf"
1979-10-06,1979-10-06,0,1,"Record of Policy Actions (426 KB PDF)","/monetarypolicy/files/fomcropa19791006.pdf"
1979-10-22,1979-10-22,0,0,"Transcript (661 KB PDF)","/monetarypolicy/files/FOMC19791022confcall.pdf"
1979-11-20,1979-11-20,0,1,"Record of Policy Actions (573 KB PDF)","/monetarypolicy/files/fomcropa19791120.pdf"
1980-01-08,1980-01-09,0,1,"Record of Policy Actions (471 KB PDF)","/monetarypolicy/files/fomcropa19800109.pdf"
1980-02-04,1980-02-05,0,1,"Record of Policy Actions (646 KB PDF)","/monetarypolicy/files/fomcropa19800205.pdf"
1980-03-07,1980-03-07,0,0,"Record of Policy Actions: see February 4-5, 1980 Record",NA
1980-03-18,1980-03-18,0,1,"Record of Policy Actions (718 KB PDF)","/monetarypolicy/files/fomcropa19800318.pdf"
1980-04-22,1980-04-22,0,1,"Record of Policy Actions (507 KB PDF)","/monetarypolicy/files/fomcropa19800422.pdf"
1980-04-29,1980-04-29,0,0,"Transcript (723 KB PDF)","/monetarypolicy/files/FOMC19800429confcall.pdf"
1980-05-06,1980-05-06,0,0,"Record of Policy Actions: see April 22, 1980 Record",NA
1980-05-20,1980-05-20,0,1,"Record of Policy Actions (507 KB PDF)","/monetarypolicy/files/fomcropa19800520.pdf"
1980-06-05,1980-06-05,0,0,"Transcript (715 KB PDF)","/monetarypolicy/files/FOMC19800605confcall.pdf"
1980-07-09,1980-07-09,0,1,"Record of Policy Actions (684 KB PDF)","/monetarypolicy/files/fomcropa19800709.pdf"
1980-07-25,1980-07-25,0,0,"Transcript (489 KB PDF)","/monetarypolicy/files/FOMC19800725confcall.pdf"
1980-08-12,1980-08-12,0,1,"Record of Policy Actions (481 KB PDF)","/monetarypolicy/files/fomcropa19800812.pdf"
1980-08-22,1980-08-22,0,0,"Transcript (635 KB PDF)","/monetarypolicy/files/FOMC19800822confcall.pdf"
1980-09-16,1980-09-16,0,1,"Record of Policy Actions (446 KB PDF)","/monetarypolicy/files/fomcropa19800916.pdf"
1980-10-21,1980-10-21,0,1,"Record of Policy Actions (531 KB PDF)","/monetarypolicy/files/fomcropa19801021.pdf"
1980-11-18,1980-11-18,0,1,"Record of Policy Actions (648 KB PDF)","/monetarypolicy/files/fomcropa19801118.pdf"
1980-11-26,1980-11-26,0,0,"Record of Policy Actions: see November 18, 1980 Record",NA
1980-12-05,1980-12-05,0,0,"Record of Policy Actions: see November 18, 1980 Record",NA
1980-12-12,1980-12-12,0,0,"Record of Policy Actions: see November 18, 1980 Record",NA
1980-12-18,1980-12-19,0,1,"Record of Policy Actions (569 KB PDF)","/monetarypolicy/files/fomcropa19801219.pdf"
1981-02-02,1981-02-03,0,1,"Record of Policy Actions (711 KB PDF)","/monetarypolicy/files/fomcropa19810203.pdf"
1981-02-24,1981-02-24,0,0,"Record of Policy Actions: see February 2-3, 1981 Record",NA
1981-03-31,1981-03-31,0,1,"Record of Policy Actions (767 KB PDF)","/monetarypolicy/files/fomcropa19810331.pdf"
1981-04-28,1981-04-28,0,0,"Transcript (1.2 MB PDF)","/monetarypolicy/files/FOMC19810428confcall.pdf"
1981-05-06,1981-05-06,0,0,"Record of Policy Actions: see March 31, 1981 Record",NA
1981-05-18,1981-05-18,0,1,"Record of Policy Actions (458 KB PDF)","/monetarypolicy/files/fomcropa19810518.pdf"
1981-06-17,1981-06-17,0,0,"Transcript (424 KB PDF)","/monetarypolicy/files/FOMC19810617confcall.pdf"
1981-07-06,1981-07-07,0,1,"Record of Policy Actions (652 KB PDF)","/monetarypolicy/files/fomcropa19810707.pdf"
1981-07-17,1981-07-17,0,0,"Transcript (459 KB PDF)","/monetarypolicy/files/FOMC19810717confcall.pdf"
1981-08-07,1981-08-07,0,0,"Minutes of Actions (37 KB PDF)","/monetarypolicy/files/fomcmoa19810807.pdf"
1981-08-18,1981-08-18,0,1,"Record of Policy Actions (522 KB PDF)","/monetarypolicy/files/fomcropa19810818.pdf"
1981-10-05,1981-10-06,0,1,"Record of Policy Actions (540 KB PDF)","/monetarypolicy/files/fomcropa19811006.pdf"
1981-11-17,1981-11-17,0,1,"Record of Policy Actions (467 KB PDF)","/monetarypolicy/files/fomcropa19811117.pdf"
1981-12-21,1981-12-22,0,1,"Record of Policy Actions (524 KB PDF)","/monetarypolicy/files/fomcropa19811222.pdf"
1982-02-01,1982-02-02,0,1,"Record of Policy Actions (573 KB PDF)","/monetarypolicy/files/fomcropa19820202.pdf"
1982-03-29,1982-03-30,0,1,"Record of Policy Actions (624 KB PDF)","/monetarypolicy/files/fomcropa19820330.pdf"
1982-05-18,1982-05-18,0,1,"Record of Policy Actions (452 KB PDF)","/monetarypolicy/files/fomcropa19820518.pdf"
1982-05-20,1982-05-20,0,0,"Transcript (61 KB PDF)","/monetarypolicy/files/FOMC19820520confcall.pdf"
1982-06-30,1982-07-01,0,1,"Record of Policy Actions (792 KB PDF)","/monetarypolicy/files/fomcropa19820701.pdf"
1982-07-15,1982-07-15,0,0,"Record of Policy Actions: see June 30 - July 1, 1982 Record",NA
1982-08-24,1982-08-24,0,1,"Record of Policy Actions (561 KB PDF)","/monetarypolicy/files/fomcropa19820824.pdf"
1982-09-24,1982-09-24,0,0,"Transcript (457 KB PDF)","/monetarypolicy/files/FOMC19820924confcall.pdf"
1982-10-05,1982-10-05,0,1,"Record of Policy Actions (572 KB PDF)","/monetarypolicy/files/fomcropa19821005.pdf"
1982-11-16,1982-11-16,0,1,"Record of Policy Actions (541 KB PDF)","/monetarypolicy/files/fomcropa19821116.pdf"
1982-12-20,1982-12-21,0,1,"Record of Policy Actions (639 KB PDF)","/monetarypolicy/files/fomcropa19821221.pdf"
1983-01-14,1983-01-14,0,0,"Transcript (726 KB PDF)","/monetarypolicy/files/FOMC19830114confcall.pdf"
1983-01-21,1983-01-21,0,0,"Transcript (145 KB PDF)","/monetarypolicy/files/FOMC19830121confcall.pdf"
1983-01-28,1983-01-28,0,0,"Record of Policy Actions: see December 21, 1982 Record",NA
1983-02-08,1983-02-09,0,1,"Record of Policy Actions (856 KB PDF)","/monetarypolicy/files/fomcropa19830209.pdf"
1983-03-28,1983-03-29,0,1,"Record of Policy Actions (829 KB PDF)","/monetarypolicy/files/fomcropa19830329.pdf"
1983-04-29,1983-04-29,0,0,"Transcript (321 KB PDF)","/monetarypolicy/files/FOMC19830429confcall.pdf"
1983-05-24,1983-05-24,0,1,"Record of Policy Actions (671 KB PDF)","/monetarypolicy/files/fomcropa19830524.pdf"
1983-06-23,1983-06-23,0,0,"Transcript (303 KB PDF)Presentation materials (113 KB PDF)","/monetarypolicy/files/FOMC19830623confcall.pdf"
1983-07-12,1983-07-13,0,1,"Record of Policy Actions (871 KB PDF)","/monetarypolicy/files/fomcropa19830713.pdf"
1983-08-23,1983-08-23,0,1,"Record of Policy Actions (551 KB PDF)","/monetarypolicy/files/fomcropa19830823.pdf"
1983-09-08,1983-09-08,0,0,"Transcript (83 KB PDF)","/monetarypolicy/files/FOMC19830908confcall.pdf"
1983-10-04,1983-10-04,0,1,"Record of Policy Actions (572 KB PDF)","/monetarypolicy/files/fomcropa19831004.pdf"
1983-11-14,1983-11-15,0,1,"Record of Policy Actions (614 KB PDF)","/monetarypolicy/files/fomcropa19831115.pdf"
1983-12-19,1983-12-20,0,1,"Record of Policy Actions (762 KB PDF)","/monetarypolicy/files/fomcropa19831220.pdf"
1984-01-30,1984-01-31,0,1,"Record of Policy Actions (778 KB PDF)","/monetarypolicy/files/fomcropa19840131.pdf"
1984-03-20,1984-03-20,0,0,"Record of Policy Actions: see January 31, 1984 Record",NA
1984-03-26,1984-03-27,0,1,"Record of Policy Actions (665 KB PDF)","/monetarypolicy/files/fomcropa19840327.pdf"
1984-05-21,1984-05-22,0,1,"Record of Policy Actions (541 KB PDF)","/monetarypolicy/files/fomcropa19840522.pdf"
1984-07-16,1984-07-17,0,1,"Record of Policy Actions (816 KB PDF)","/monetarypolicy/files/fomcropa19840717.pdf"
1984-08-21,1984-08-21,0,1,"Record of Policy Actions (584 KB PDF)","/monetarypolicy/files/fomcropa19840821.pdf"
1984-10-02,1984-10-02,0,1,"Record of Policy Actions (548 KB PDF)","/monetarypolicy/files/fomcropa19841002.pdf"
1984-11-07,1984-11-07,0,1,"Record of Policy Actions (737 KB PDF)","/monetarypolicy/files/fomcropa19841107.pdf"
1984-12-17,1984-12-18,0,1,"Record of Policy Actions (696 KB PDF)","/monetarypolicy/files/fomcropa19841218.pdf"
1985-01-18,1985-01-18,0,0,"Transcript (348 KB PDF)","/monetarypolicy/files/FOMC19850118confcall.pdf"
1985-02-12,1985-02-13,0,1,"Record of Policy Actions (877 KB PDF)","/monetarypolicy/files/fomcropa19850213.pdf"
1985-03-26,1985-03-26,0,1,"Record of Policy Actions (695 KB PDF)","/monetarypolicy/files/fomcropa19850326.pdf"
1985-05-21,1985-05-21,0,1,"Record of Policy Actions (606 KB PDF)","/monetarypolicy/files/fomcropa19850521.pdf"
1985-07-09,1985-07-10,0,1,"Record of Policy Actions (944 KB PDF)","/monetarypolicy/files/fomcropa19850710.pdf"
1985-08-20,1985-08-20,0,1,"Record of Policy Actions (711 KB PDF)","/monetarypolicy/files/fomcropa19850820.pdf"
1985-09-23,1985-09-23,0,0,"Record of Policy Actions: see August 20, 1985 Record",NA
1985-10-01,1985-10-01,0,1,"Record of Policy Actions (621 KB PDF)","/monetarypolicy/files/fomcropa19851001.pdf"
1985-11-04,1985-11-05,0,1,"Record of Policy Actions (643 KB PDF)","/monetarypolicy/files/fomcropa19851105.pdf"
1985-12-16,1985-12-17,0,1,"Record of Policy Actions (698 KB PDF)","/monetarypolicy/files/fomcropa19851217.pdf"
1986-02-11,1986-02-12,0,1,"Record of Policy Actions (922 KB PDF)","/monetarypolicy/files/fomcropa19860212.pdf"
1986-04-01,1986-04-01,0,1,"Record of Policy Actions (683 KB PDF)","/monetarypolicy/files/fomcropa19860401.pdf"
1986-04-21,1986-04-21,0,0,"Record of Policy Actions: see April 1, 1986 Record",NA
1986-05-20,1986-05-20,0,1,"Record of Policy Actions (794 KB PDF)","/monetarypolicy/files/fomcropa19860520.pdf"
1986-07-08,1986-07-09,0,1,"Record of Policy Actions (980 KB PDF)","/monetarypolicy/files/fomcropa19860709.pdf"
1986-08-19,1986-08-19,0,1,"Record of Policy Actions (722 KB PDF)","/monetarypolicy/files/fomcropa19860819.pdf"
1986-09-23,1986-09-23,0,1,"Record of Policy Actions (729 KB PDF)","/monetarypolicy/files/fomcropa19860923.pdf"
1986-11-05,1986-11-05,0,1,"Record of Policy Actions (644 KB PDF)","/monetarypolicy/files/fomcropa19861105.pdf"
1986-12-15,1986-12-16,0,1,"Record of Policy Actions (653 KB PDF)","/monetarypolicy/files/fomcropa19861216.pdf"
1987-02-10,1987-02-11,0,1,"Record of Policy Actions (1.03 MB PDF)","/monetarypolicy/files/fomcropa19870211.pdf"
1987-02-23,1987-02-23,0,0,"Record of Policy Actions: see February 11, 1987 Record",NA
1987-03-31,1987-03-31,0,1,"Record of Policy Actions (673 KB PDF)","/monetarypolicy/files/fomcropa19870331.pdf"
1987-04-29,1987-04-29,0,0,"Transcript (427 KB PDF)","/monetarypolicy/files/FOMC19870429confcall.pdf"
1987-05-19,1987-05-19,0,1,"Record of Policy Actions (682 KB PDF)","/monetarypolicy/files/fomcropa19870519.pdf"
1987-07-07,1987-07-07,0,1,"Record of Policy Actions (1.02 MB PDF)","/monetarypolicy/files/fomcropa19870707.pdf"
1987-08-18,1987-08-18,0,1,"Record of Policy Actions (812 KB PDF)","/monetarypolicy/files/fomcropa19870818.pdf"
1987-09-22,1987-09-22,0,1,"Record of Policy Actions (740 KB PDF)","/monetarypolicy/files/fomcropa19870922.pdf"
1987-10-19,1987-10-19,0,0,"Record of Policy Actions: see September 22, 1987 Record",NA
1987-10-20,1987-10-20,0,0,"Record of Policy Actions: see September 22, 1987 Record",NA
1987-10-21,1987-10-21,NA,0,"Record of Policy Actions: see September 22, 1987 Record",NA
1987-10-22,1987-10-22,NA,0,"Record of Policy Actions: see September 22, 1987 Record",NA
1987-10-23,1987-10-23,NA,0,"Record of Policy Actions: see September 22, 1987 Record",NA
1987-10-26,1987-10-26,NA,0,"Record of Policy Actions: see September 22, 1987 Record",NA
1987-10-27,1987-10-27,NA,0,"Record of Policy Actions: see September 22, 1987 Record",NA
1987-10-28,1987-10-28,NA,0,"Record of Policy Actions: see September 22, 1987 Record",NA
1987-10-29,1987-10-29,NA,0,"Record of Policy Actions: see September 22, 1987 Record",NA
1987-10-30,1987-10-30,NA,0,"Record of Policy Actions: see September 22, 1987 Record",NA
1987-11-03,1987-11-03,0,1,"Record of Policy Actions (902 KB PDF)","/monetarypolicy/files/fomcropa19871103.pdf"
1987-12-15,1987-12-16,0,1,"Record of Policy Actions (1.02 MB PDF)","/monetarypolicy/files/fomcropa19871216.pdf"
1988-01-05,1988-01-05,0,0,"Record of Policy Actions: see December 15-16, 1987 Record",NA
1988-02-09,1988-02-10,0,1,"Record of Policy Actions (964 KB PDF)","/monetarypolicy/files/fomcropa19880210.pdf"
1988-03-29,1988-03-29,0,1,"Record of Policy Actions (735 KB PDF)","/monetarypolicy/files/fomcropa19880329.pdf"
1988-05-17,1988-05-17,0,1,"Record of Policy Actions (690 KB PDF)","/monetarypolicy/files/fomcropa19880517.pdf"
1988-06-29,1988-06-30,0,1,"Record of Policy Actions (1.01 MB PDF)","/monetarypolicy/files/fomcropa19880630.pdf"
1988-07-19,1988-07-19,0,0,"Transcript (495 KB PDF)Presentation materials (82 KB PDF)","/monetarypolicy/files/FOMC19880719confcall.pdf"
1988-08-16,1988-08-16,0,1,"Record of Policy Actions (686 KB PDF)","/monetarypolicy/files/fomcropa19880816.pdf"
1988-09-20,1988-09-20,0,1,"Record of Policy Actions (523 KB PDF)","/monetarypolicy/files/fomcropa19880920.pdf"
1988-10-17,1988-10-17,0,0,"Transcript (623 KB PDF)Presentation materials (132 KB PDF)","/monetarypolicy/files/FOMC19881017confcall.pdf"
1988-11-01,1988-11-01,0,1,"Record of Policy Actions (676 KB PDF)","/monetarypolicy/files/fomcropa19881101.pdf"
1988-11-22,1988-11-22,0,0,"Transcript (282 KB PDF)","/monetarypolicy/files/FOMC19881122confcall.pdf"
1988-12-13,1988-12-14,0,1,"Record of Policy Actions (715 KB PDF)","/monetarypolicy/files/fomcropa19881214.pdf"
1989-02-07,1989-02-08,0,1,"Record of Policy Actions (912 KB PDF)","/monetarypolicy/files/fomcropa19890208.pdf"
1989-03-28,1989-03-28,0,1,"Record of Policy Actions (676 KB PDF)","/monetarypolicy/files/fomcropa19890328.pdf"
1989-05-16,1989-05-16,0,1,"Record of Policy Actions (714 KB PDF)","/monetarypolicy/files/fomcropa19890516.pdf"
1989-05-31,1989-05-31,0,0,"Transcript (218 KB PDF)","/monetarypolicy/files/FOMC19890531confcall.pdf"
1989-06-05,1989-06-05,0,0,"Transcript (321 KB PDF)","/monetarypolicy/files/FOMC19890605confcall.pdf"
1989-07-05,1989-07-06,0,1,"Record of Policy Actions (966 KB PDF)","/monetarypolicy/files/fomcropa19890706.pdf"
1989-07-26,1989-07-26,0,0,"Transcript (117 KB PDF)","/monetarypolicy/files/FOMC19890726confcall.pdf"
1989-08-22,1989-08-22,0,1,"Record of Policy Actions (766 KB PDF)","/monetarypolicy/files/fomcropa19890822.pdf"
